datetime,year,month,day,hour,temperature,cloud_cover,solar_irradiance,humidity
2021-01-07 01:00:00,2021,1,7,1,2.42,54.41,0.0,79.4
2021-01-07 02:00:00,2021,1,7,2,-0.81,9.89,0.0,85.11
2021-01-07 03:00:00,2021,1,7,3,0.29,38.26,0.0,95.0
2021-01-07 04:00:00,2021,1,7,4,5.63,22.17,0.0,95.0
2021-01-07 05:00:00,2021,1,7,5,7.11,26.73,0.0,87.76
2021-01-07 06:00:00,2021,1,7,6,9.09,67.91,0.0,86.17
2021-01-07 07:00:00,2021,1,7,7,11.35,1.79,135.44,84.57
2021-01-07 08:00:00,2021,1,7,8,11.23,50.11,152.09,94.87
2021-01-07 09:00:00,2021,1,7,9,14.71,25.24,321.39,91.68
2021-01-07 10:00:00,2021,1,7,10,16.1,24.25,380.26,92.74
2021-01-07 11:00:00,2021,1,7,11,14.89,12.57,455.21,95.0
2021-01-07 12:00:00,2021,1,7,12,20.32,49.88,295.5,87.68
2021-01-07 13:00:00,2021,1,7,13,17.26,30.97,381.94,80.77
2021-01-07 14:00:00,2021,1,7,14,13.13,28.45,364.38,86.83
2021-01-07 15:00:00,2021,1,7,15,15.56,37.0,266.49,84.47
2021-01-07 16:00:00,2021,1,7,16,10.64,31.4,188.15,82.51
2021-01-07 17:00:00,2021,1,7,17,12.23,0.0,156.09,80.79
2021-01-07 18:00:00,2021,1,7,18,10.9,24.99,0.0,88.4
2021-01-07 19:00:00,2021,1,7,19,4.88,52.71,0.0,89.12
2021-01-07 20:00:00,2021,1,7,20,6.51,4.67,0.0,78.45
2021-01-07 21:00:00,2021,1,7,21,3.76,13.0,0.0,86.55
2021-01-07 22:00:00,2021,1,7,22,3.3,26.27,0.0,95.0
2021-01-07 23:00:00,2021,1,7,23,4.65,20.29,0.0,78.05
2021-01-08 00:00:00,2021,1,8,0,0.16,34.67,0.0,94.86
2021-01-08 01:00:00,2021,1,8,1,-0.58,13.36,0.0,76.92
2021-01-08 02:00:00,2021,1,8,2,-0.05,27.47,0.0,86.8
2021-01-08 03:00:00,2021,1,8,3,1.36,34.26,0.0,69.66
2021-01-08 04:00:00,2021,1,8,4,4.5,48.2,0.0,89.03
2021-01-08 05:00:00,2021,1,8,5,7.26,60.12,0.0,82.15
2021-01-08 06:00:00,2021,1,8,6,9.21,29.99,0.0,69.95
2021-01-08 07:00:00,2021,1,8,7,12.38,72.99,36.8,80.14
2021-01-08 08:00:00,2021,1,8,8,12.68,31.55,207.26,95.0
2021-01-08 09:00:00,2021,1,8,9,17.22,51.8,196.58,88.47
2021-01-08 10:00:00,2021,1,8,10,15.05,73.85,135.4,84.82
2021-01-08 11:00:00,2021,1,8,11,21.82,38.01,354.08,88.15
2021-01-08 12:00:00,2021,1,8,12,17.9,7.75,540.39,91.99
2021-01-08 13:00:00,2021,1,8,13,14.67,37.04,315.1,95.0
2021-01-08 14:00:00,2021,1,8,14,13.44,22.99,368.21,81.58
2021-01-08 15:00:00,2021,1,8,15,15.27,29.74,265.07,88.65
2021-01-08 16:00:00,2021,1,8,16,12.21,74.92,74.52,87.71
2021-01-08 17:00:00,2021,1,8,17,12.15,10.77,133.26,84.77
2021-01-08 18:00:00,2021,1,8,18,9.6,41.23,0.0,82.42
2021-01-08 19:00:00,2021,1,8,19,6.44,17.67,0.0,95.0
2021-01-08 20:00:00,2021,1,8,20,2.96,29.07,0.0,86.02
2021-01-08 21:00:00,2021,1,8,21,-0.03,50.12,0.0,74.17
2021-01-08 22:00:00,2021,1,8,22,0.83,41.59,0.0,60.67
2021-01-08 23:00:00,2021,1,8,23,2.64,30.72,0.0,91.55
2021-01-09 00:00:00,2021,1,9,0,1.15,22.65,0.0,80.35
2021-01-09 01:00:00,2021,1,9,1,-1.5,41.97,0.0,82.58
2021-01-09 02:00:00,2021,1,9,2,2.14,69.8,0.0,87.06
2021-01-09 03:00:00,2021,1,9,3,3.84,17.62,0.0,95.0
2021-01-09 04:00:00,2021,1,9,4,2.95,73.88,0.0,94.63
2021-01-09 05:00:00,2021,1,9,5,6.96,59.64,0.0,81.98
2021-01-09 06:00:00,2021,1,9,6,8.84,63.03,0.0,89.64
2021-01-09 07:00:00,2021,1,9,7,8.51,41.82,83.78,78.98
2021-01-09 08:00:00,2021,1,9,8,13.44,59.07,116.74,89.99
2021-01-09 09:00:00,2021,1,9,9,15.5,15.47,320.48,77.22
2021-01-09 10:00:00,2021,1,9,10,17.82,22.29,351.24,85.26
2021-01-09 11:00:00,2021,1,9,11,18.56,50.96,245.52,85.52
2021-01-09 12:00:00,2021,1,9,12,13.97,41.56,308.8,75.38
2021-01-09 13:00:00,2021,1,9,13,14.57,32.68,360.6,79.09
2021-01-09 14:00:00,2021,1,9,14,16.68,0.0,460.97,66.4
2021-01-09 15:00:00,2021,1,9,15,15.41,26.94,284.22,80.76
2021-01-09 16:00:00,2021,1,9,16,13.75,12.17,225.58,92.72
2021-01-09 17:00:00,2021,1,9,17,18.5,45.52,80.04,95.0
2021-01-09 18:00:00,2021,1,9,18,9.86,31.82,0.0,95.0
2021-01-09 19:00:00,2021,1,9,19,8.92,23.08,0.0,80.71
2021-01-09 20:00:00,2021,1,9,20,6.63,88.51,0.0,83.74
2021-01-09 21:00:00,2021,1,9,21,4.37,56.41,0.0,83.23
2021-01-09 22:00:00,2021,1,9,22,1.16,56.76,0.0,82.12
2021-01-09 23:00:00,2021,1,9,23,2.51,79.69,0.0,91.59
2021-01-10 00:00:00,2021,1,10,0,-0.75,52.12,0.0,79.27
2021-01-10 01:00:00,2021,1,10,1,0.59,20.65,0.0,95.0
2021-01-10 02:00:00,2021,1,10,2,0.9,18.31,0.0,84.79
2021-01-10 03:00:00,2021,1,10,3,3.3,55.37,0.0,74.35
2021-01-10 04:00:00,2021,1,10,4,9.42,0.0,0.0,82.9
2021-01-10 05:00:00,2021,1,10,5,2.99,34.52,0.0,87.51
2021-01-10 06:00:00,2021,1,10,6,10.17,0.0,0.0,91.49
2021-01-10 07:00:00,2021,1,10,7,7.64,38.05,93.82,89.71
2021-01-10 08:00:00,2021,1,10,8,11.85,53.15,119.55,81.15
2021-01-10 09:00:00,2021,1,10,9,16.63,41.66,233.18,79.53
2021-01-10 10:00:00,2021,1,10,10,15.85,54.83,218.09,95.0
2021-01-10 11:00:00,2021,1,10,11,14.37,75.37,132.2,83.89
2021-01-10 12:00:00,2021,1,10,12,15.36,33.2,368.72,74.61
2021-01-10 13:00:00,2021,1,10,13,17.88,92.22,43.42,78.99
2021-01-10 14:00:00,2021,1,10,14,14.26,40.32,306.7,67.98
2021-01-10 15:00:00,2021,1,10,15,14.88,55.05,184.65,70.65
2021-01-10 16:00:00,2021,1,10,16,12.89,23.85,222.63,79.44
2021-01-10 17:00:00,2021,1,10,17,9.56,68.46,44.91,77.31
2021-01-10 18:00:00,2021,1,10,18,13.08,56.91,0.0,78.18
2021-01-10 19:00:00,2021,1,10,19,7.99,65.5,0.0,89.84
2021-01-10 20:00:00,2021,1,10,20,0.74,37.16,0.0,90.67
2021-01-10 21:00:00,2021,1,10,21,3.51,10.96,0.0,74.36
2021-01-10 22:00:00,2021,1,10,22,0.54,45.28,0.0,95.0
2021-01-10 23:00:00,2021,1,10,23,2.77,2.13,0.0,84.48
2021-01-11 00:00:00,2021,1,11,0,-0.72,29.77,0.0,83.61
2021-01-11 01:00:00,2021,1,11,1,0.91,40.32,0.0,77.22
2021-01-11 02:00:00,2021,1,11,2,2.95,84.04,0.0,81.15
2021-01-11 03:00:00,2021,1,11,3,4.94,42.87,0.0,95.0
2021-01-11 04:00:00,2021,1,11,4,2.47,39.29,0.0,74.9
2021-01-11 05:00:00,2021,1,11,5,6.13,35.24,0.0,85.69
2021-01-11 06:00:00,2021,1,11,6,7.92,9.66,0.0,79.21
2021-01-11 07:00:00,2021,1,11,7,9.63,38.21,86.05,69.07
2021-01-11 08:00:00,2021,1,11,8,16.4,38.55,158.68,71.26
2021-01-11 09:00:00,2021,1,11,9,15.34,17.12,312.52,88.44
2021-01-11 10:00:00,2021,1,11,10,13.28,12.76,442.47,69.77
2021-01-11 11:00:00,2021,1,11,11,18.43,26.87,408.97,73.67
2021-01-11 12:00:00,2021,1,11,12,21.11,37.8,337.35,90.13
2021-01-11 13:00:00,2021,1,11,13,18.66,27.35,397.03,89.16
2021-01-11 14:00:00,2021,1,11,14,12.76,15.48,377.87,84.02
2021-01-11 15:00:00,2021,1,11,15,13.56,42.28,232.44,74.13
2021-01-11 16:00:00,2021,1,11,16,15.4,47.27,143.67,74.1
2021-01-11 17:00:00,2021,1,11,17,9.52,38.92,89.61,72.96
2021-01-11 18:00:00,2021,1,11,18,9.76,25.24,0.0,82.48
2021-01-11 19:00:00,2021,1,11,19,8.35,48.39,0.0,88.68
2021-01-11 20:00:00,2021,1,11,20,3.02,32.69,0.0,80.16
2021-01-11 21:00:00,2021,1,11,21,3.09,12.72,0.0,90.63
2021-01-11 22:00:00,2021,1,11,22,-4.54,57.22,0.0,95.0
2021-01-11 23:00:00,2021,1,11,23,-0.91,43.57,0.0,86.68
2021-01-12 00:00:00,2021,1,12,0,0.44,34.54,0.0,73.39
2021-01-12 01:00:00,2021,1,12,1,-1.27,5.5,0.0,84.11
2021-01-12 02:00:00,2021,1,12,2,5.28,22.03,0.0,94.25
2021-01-12 03:00:00,2021,1,12,3,0.43,77.29,0.0,78.37
2021-01-12 04:00:00,2021,1,12,4,4.07,6.76,0.0,78.16
2021-01-12 05:00:00,2021,1,12,5,7.14,31.9,0.0,92.54
2021-01-12 06:00:00,2021,1,12,6,11.83,36.6,0.0,71.93
2021-01-12 07:00:00,2021,1,12,7,8.15,43.33,84.21,85.01
2021-01-12 08:00:00,2021,1,12,8,15.27,6.98,237.03,78.48
2021-01-12 09:00:00,2021,1,12,9,14.63,40.41,217.37,79.96
2021-01-12 10:00:00,2021,1,12,10,13.91,3.2,436.61,95.0
2021-01-12 11:00:00,2021,1,12,11,17.6,38.87,332.27,79.57
2021-01-12 12:00:00,2021,1,12,12,17.35,23.88,399.22,84.39
2021-01-12 13:00:00,2021,1,12,13,15.48,19.61,427.99,91.67
2021-01-12 14:00:00,2021,1,12,14,16.02,53.62,220.52,73.16
2021-01-12 15:00:00,2021,1,12,15,13.83,32.21,256.01,90.11
2021-01-12 16:00:00,2021,1,12,16,13.18,46.4,146.38,79.83
2021-01-12 17:00:00,2021,1,12,17,12.34,47.06,69.75,73.18
2021-01-12 18:00:00,2021,1,12,18,12.12,62.32,0.0,79.48
2021-01-12 19:00:00,2021,1,12,19,4.4,12.76,0.0,83.92
2021-01-12 20:00:00,2021,1,12,20,9.21,55.3,0.0,85.34
2021-01-12 21:00:00,2021,1,12,21,-0.61,37.25,0.0,77.43
2021-01-12 22:00:00,2021,1,12,22,1.72,29.36,0.0,81.69
2021-01-12 23:00:00,2021,1,12,23,2.4,13.94,0.0,72.28
2021-01-13 00:00:00,2021,1,13,0,1.59,49.48,0.0,77.62
2021-01-13 01:00:00,2021,1,13,1,0.06,18.91,0.0,72.39
2021-01-13 02:00:00,2021,1,13,2,1.69,47.71,0.0,82.65
2021-01-13 03:00:00,2021,1,13,3,2.39,75.91,0.0,76.58
2021-01-13 04:00:00,2021,1,13,4,3.85,56.95,0.0,95.0
2021-01-13 05:00:00,2021,1,13,5,8.66,65.18,0.0,86.35
2021-01-13 06:00:00,2021,1,13,6,9.74,22.97,0.0,70.27
2021-01-13 07:00:00,2021,1,13,7,9.72,52.61,71.09,77.31
2021-01-13 08:00:00,2021,1,13,8,14.83,14.47,233.47,88.9
2021-01-13 09:00:00,2021,1,13,9,15.3,32.68,270.02,85.24
2021-01-13 10:00:00,2021,1,13,10,17.58,72.18,120.15,70.71
2021-01-13 11:00:00,2021,1,13,11,18.02,25.19,357.53,76.98
2021-01-13 12:00:00,2021,1,13,12,15.37,59.58,218.26,88.43
2021-01-13 13:00:00,2021,1,13,13,15.64,57.66,231.79,86.25
2021-01-13 14:00:00,2021,1,13,14,17.45,58.85,195.3,87.89
2021-01-13 15:00:00,2021,1,13,15,15.91,12.01,341.36,81.04
2021-01-13 16:00:00,2021,1,13,16,12.99,47.86,132.13,76.43
2021-01-13 17:00:00,2021,1,13,17,11.34,34.22,98.76,73.07
2021-01-13 18:00:00,2021,1,13,18,11.59,59.12,0.0,90.88
2021-01-13 19:00:00,2021,1,13,19,5.78,4.25,0.0,95.0
2021-01-13 20:00:00,2021,1,13,20,6.12,44.71,0.0,85.5
2021-01-13 21:00:00,2021,1,13,21,2.97,41.88,0.0,90.77
2021-01-13 22:00:00,2021,1,13,22,1.67,0.0,0.0,76.89
2021-01-13 23:00:00,2021,1,13,23,3.5,19.64,0.0,83.12
2021-01-14 00:00:00,2021,1,14,0,2.77,1.18,0.0,82.64
2021-01-14 01:00:00,2021,1,14,1,3.02,23.25,0.0,86.22
2021-01-14 02:00:00,2021,1,14,2,4.8,48.76,0.0,83.76
2021-01-14 03:00:00,2021,1,14,3,3.5,41.69,0.0,95.0
2021-01-14 04:00:00,2021,1,14,4,6.48,41.17,0.0,89.54
2021-01-14 05:00:00,2021,1,14,5,6.42,16.98,0.0,93.53
2021-01-14 06:00:00,2021,1,14,6,9.76,60.19,0.0,85.31
2021-01-14 07:00:00,2021,1,14,7,10.93,37.4,86.14,66.13
2021-01-14 08:00:00,2021,1,14,8,13.31,38.45,177.41,86.73
2021-01-14 09:00:00,2021,1,14,9,15.96,56.59,170.92,91.9
2021-01-14 10:00:00,2021,1,14,10,14.41,17.95,366.3,94.29
2021-01-14 11:00:00,2021,1,14,11,21.03,42.35,305.87,82.6
2021-01-14 12:00:00,2021,1,14,12,15.1,46.25,279.06,71.66
2021-01-14 13:00:00,2021,1,14,13,14.41,26.87,358.28,80.83
2021-01-14 14:00:00,2021,1,14,14,18.36,50.83,237.45,71.54
2021-01-14 15:00:00,2021,1,14,15,16.36,47.32,189.51,93.44
2021-01-14 16:00:00,2021,1,14,16,14.36,35.76,181.47,86.77
2021-01-14 17:00:00,2021,1,14,17,12.44,35.14,87.89,79.04
2021-01-14 18:00:00,2021,1,14,18,9.09,48.25,0.0,89.08
2021-01-14 19:00:00,2021,1,14,19,5.25,53.55,0.0,94.89
2021-01-14 20:00:00,2021,1,14,20,5.27,39.04,0.0,89.41
2021-01-14 21:00:00,2021,1,14,21,2.1,60.18,0.0,95.0
2021-01-14 22:00:00,2021,1,14,22,4.14,50.95,0.0,76.06
2021-01-14 23:00:00,2021,1,14,23,1.09,2.01,0.0,90.92
2021-01-15 00:00:00,2021,1,15,0,-0.45,10.11,0.0,71.32
2021-01-15 01:00:00,2021,1,15,1,0.83,61.85,0.0,95.0
2021-01-15 02:00:00,2021,1,15,2,3.1,33.27,0.0,88.82
2021-01-15 03:00:00,2021,1,15,3,2.42,41.49,0.0,80.0
2021-01-15 04:00:00,2021,1,15,4,3.56,60.99,0.0,73.75
2021-01-15 05:00:00,2021,1,15,5,7.62,38.08,0.0,78.67
2021-01-15 06:00:00,2021,1,15,6,9.69,38.95,0.0,80.92
2021-01-15 07:00:00,2021,1,15,7,10.26,20.83,106.89,84.72
2021-01-15 08:00:00,2021,1,15,8,12.26,45.61,142.62,82.86
2021-01-15 09:00:00,2021,1,15,9,15.33,49.94,198.0,77.92
2021-01-15 10:00:00,2021,1,15,10,13.24,26.65,331.91,92.25
2021-01-15 11:00:00,2021,1,15,11,14.12,19.77,397.25,69.4
2021-01-15 12:00:00,2021,1,15,12,15.77,90.73,46.13,87.58
2021-01-15 13:00:00,2021,1,15,13,16.5,36.35,334.81,84.48
2021-01-15 14:00:00,2021,1,15,14,16.75,24.53,322.76,82.94
2021-01-15 15:00:00,2021,1,15,15,17.81,52.34,165.77,88.03
2021-01-15 16:00:00,2021,1,15,16,14.92,37.19,171.2,77.65
2021-01-15 17:00:00,2021,1,15,17,10.96,16.49,118.06,76.83
2021-01-15 18:00:00,2021,1,15,18,9.17,47.87,0.0,80.68
2021-01-15 19:00:00,2021,1,15,19,5.13,21.15,0.0,78.78
2021-01-15 20:00:00,2021,1,15,20,5.17,69.74,0.0,81.1
2021-01-15 21:00:00,2021,1,15,21,2.97,48.1,0.0,88.75
2021-01-15 22:00:00,2021,1,15,22,2.92,32.67,0.0,83.88
2021-01-15 23:00:00,2021,1,15,23,-0.18,40.4,0.0,83.23
2021-01-16 00:00:00,2021,1,16,0,2.33,56.7,0.0,84.69
2021-01-16 01:00:00,2021,1,16,1,4.63,42.36,0.0,80.2
2021-01-16 02:00:00,2021,1,16,2,2.15,81.08,0.0,90.07
2021-01-16 03:00:00,2021,1,16,3,4.44,61.36,0.0,87.36
2021-01-16 04:00:00,2021,1,16,4,6.68,48.39,0.0,82.88
2021-01-16 05:00:00,2021,1,16,5,6.42,19.9,0.0,73.78
